link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
CamOFA_o1Wu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3158,805,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CamSy3Qoo1z,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2492,392,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Cam8TkqIbfQ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21744,337,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CanNEfToe8b,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8789,484,5,0,1,0,0,0,0,1,0,1,0,0,0,0
CaogODzI6r1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,43595,598,6,1,1,0,0,0,0,1,0,1,0,0,0,0
Caok_uKskSQ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2504,640,5,0,1,0,0,0,0,1,0,1,0,0,0,0
CaovOkdI-lO,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5364,793,5,0,1,0,0,0,1,0,0,1,0,0,0,0
Cao651OIklg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6138,597,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Cao8L8noiXT,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,656,731,3,0,1,0,0,0,1,0,0,1,0,0,0,0
CapZhfcIxTy,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15467,411,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CarPmtUogYH,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61843,690,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CasOSumohHT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32846,460,2,0,1,0,0,0,0,1,0,1,0,0,0,0
CasdY7uodik,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7916,530,3,0,1,0,0,0,0,1,0,1,0,0,0,0
Cat3cYjojYx,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47296,400,5,0,0,0,0,0,1,0,0,1,0,0,0,0
Cat6-iioSsn,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1770,764,4,0,1,0,0,0,0,1,0,1,0,0,0,0
CauK4aIImQ6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8339,484,5,0,1,0,0,0,0,1,0,1,0,0,0,0
CauVX-hqXfX,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5528,522,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CauafHgo0pb,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2653,665,6,0,1,0,0,0,1,0,0,1,0,0,0,0
CauuRM_IIAH,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10442,412,4,0,0,0,0,0,0,1,0,1,0,0,0,0
Cawdh0woqtm,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,58262,534,5,0,1,1,0,0,0,0,0,1,0,0,0,0
Caw5Z9PIiiI,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14616,895,4,0,1,0,0,0,0,1,0,1,0,0,0,0
CaxGt7iIP-h,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6979,417,0,0,1,1,0,0,0,0,0,1,0,0,0,0
CaxLDJtogJN,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2342,432,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CaxSwozIJLu,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3972,732,4,0,1,0,0,1,0,0,0,1,0,0,0,0
CazRhJHIfk4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66475,218,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CazkLUCIK5t,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9765,600,6,0,0,0,0,0,1,0,0,1,0,0,0,0
Caz7EKvoT4f,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12093,668,6,0,0,0,0,1,0,0,0,1,0,0,0,0
Caz_JCeIJnz,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2044,1466,13,0,0,0,0,1,0,0,0,1,0,0,0,0
Ca1rUfpIWTi,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,56717,646,5,0,1,1,0,0,0,0,0,1,0,0,0,0
Ca1xrH6oGi-,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3331,1159,5,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca11jBOIJzn,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2031,610,5,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca1__XFIpah,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5491,392,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca2WQWwIIoX,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11658,703,6,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca2X9nZIQpW,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,895,1243,7,0,1,0,0,1,0,0,0,1,0,0,0,0
Ca2bMk5owQl,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1695,1025,8,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca3-8-eIWiG,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,52301,1004,3,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca4MxQuIDEO,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7244,780,4,0,1,0,0,1,0,0,0,1,0,0,0,0
Ca4TmIFIRe_,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3579,903,5,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca4TnoxIHBE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,1267,7,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca4aD8Ro06Q,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3392,344,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Ca4tzKwotPZ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10355,433,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Ca4zCIuITWG,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2723,1227,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca45cl_o39a,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3423,399,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Ca5HM4Qo8o5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7211,419,5,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca6hOcMo6rI,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,47139,973,6,0,1,1,0,0,0,0,0,1,0,0,0,0
Ca6usNAoLsR,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7059,602,4,0,1,0,0,0,0,0,1,1,0,0,0,0
Ca66vtiob6h,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6372,403,5,0,0,0,0,0,0,1,0,1,0,0,0,0
Ca7Gpo-I3o6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6190,633,4,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca7oa5boicN,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17705,1012,6,0,0,0,0,0,1,0,0,1,0,0,0,0
Ca9UHoWoUF_,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56466,803,5,0,1,0,0,0,1,0,0,1,0,0,0,0
Ca9WCqcI5zA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1008,640,6,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca93c3KIzrW,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17516,627,5,0,1,0,0,0,0,1,0,1,0,0,0,0
Ca-CleHIh2N,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5837,617,4,0,0,0,0,1,0,0,0,1,0,0,0,0
CbACxr2oPTc,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,67209,775,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CbAR9AhIynW,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7957,941,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbAoZGsIgnQ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11765,1060,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbAu0BxIXNx,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3385,358,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbCns_dogta,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63408,87,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbC9xHMILL6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11522,902,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbC_0o6oKkZ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1292,450,3,0,0,0,0,1,0,0,0,1,0,0,0,0
CbDNl0lICtZ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7005,1292,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbDQkHToyR0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1737,467,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CbFBGFXo6kB,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,58820,1150,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbFQM5HoE5X,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7920,1634,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbFWQiLopGd,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3176,1301,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbFlk_7oTW-,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8032,875,2,0,1,1,0,0,0,0,0,1,0,0,0,0
CbF4D7NIGdt,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9690,678,5,0,1,0,0,0,1,0,0,1,0,0,0,0
CbHlfr3IsxY,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,57375,650,4,0,0,1,0,0,0,0,0,1,0,0,0,0
CbHrJcVIe9e,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2963,952,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbHx8AiIc8Z,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3569,462,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbIIgw3o0Ko,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11827,1224,11,0,0,0,0,0,1,0,0,1,0,0,0,0
CbIKfoBohYx,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1039,730,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbILYeFIRvt,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,466,599,7,0,0,0,0,0,0,1,0,1,0,0,0,0
CbKEURGIZpl,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,63404,1035,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbKPEYtqujw,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5637,739,5,0,1,0,0,0,1,0,0,1,0,0,0,0
CbKRqBTIu2v,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1374,750,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbKWFxzIuyi,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2308,1004,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbLB7sqICgr,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23097,381,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbMltooIqR_,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,52202,616,4,0,1,1,0,0,0,0,0,1,0,0,0,0
CbMvD0EoD8w,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4901,455,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CbM3vRMoHrw,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4550,674,4,0,1,0,0,1,0,0,0,1,0,0,0,0
CbNahSKoGuG,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18235,572,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbNj8VMoiqw,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4941,945,9,0,0,0,0,0,0,1,0,1,0,0,0,0
CbNpKsqokia,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2739,1528,5,0,0,0,0,0,1,0,0,1,0,0,0,0
CbN3usMInIz,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7707,384,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbPJHDOqMuI,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,42594,483,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbPVkDzrMjQ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6530,1099,4,0,0,1,0,0,0,0,0,1,0,0,0,0
CbQAY6Co61S,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22453,373,4,0,1,0,0,0,0,1,0,1,0,0,0,0
CbQJLT3oHde,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4680,805,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbQdSKLoTFl,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11300,340,5,0,0,0,0,0,1,0,0,1,0,0,0,0
CbRybzboZyt,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43812,1471,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbR1nSLIzX5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1667,846,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbR8-VWofIL,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3907,305,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbSDgPeIndV,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3375,1135,5,0,0,0,0,1,0,0,0,1,0,0,0,0
CbSdI8DoElU,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13441,1520,4,0,0,1,0,0,0,0,0,1,0,0,0,0
CbTTUWtIciM,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28405,790,6,0,0,1,0,0,0,0,0,1,0,0,0,0
CbUk8DNK4LA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42793,998,5,0,0,1,0,0,0,0,0,1,0,0,0,0
CbUrKwvoO3u,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3266,1298,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbU-Wr5oycA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10059,499,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbViJ2VoF2W,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18769,780,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbW-s1JI50f,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48521,856,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbXElaFIeds,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3085,1047,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbXzinKBXmn,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24619,1057,2,0,0,0,0,0,0,1,0,1,0,0,0,0
CbX3xUwIyWR,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2244,499,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbYG9afID-Y,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7937,466,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbYT1d4oJmZ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6751,343,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbZXe8CIE_a,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,35467,783,5,0,1,0,0,0,0,1,0,1,0,0,0,0
CbZj7KzI_oa,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6522,675,4,0,1,0,0,1,0,0,0,1,0,0,0,0
CbZ6_c2IhJx,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12094,923,4,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbb9DjcI-u1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,68191,888,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbcVVT8ojAR,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12728,630,4,0,1,0,0,0,1,0,0,1,0,0,0,0
CbcpJ-Lo5bu,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10393,905,4,0,1,1,0,0,0,0,0,1,0,0,0,0
CbctZsYBJCh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2226,258,6,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbc-0iroVIM,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9325,393,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbdD5mPp_Ye,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2471,1326,7,0,0,0,0,0,0,1,0,1,0,0,0,0
CbdD4rpoQXG,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,97,580,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbdZc8jLPpv,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11254,365,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbejh4zopTR,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38786,1106,3,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbevgb-L68r,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6280,818,5,0,1,0,0,0,0,1,0,1,0,0,0,0
CbeycrAvhaC,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1579,352,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Cbe9cApv2Eb,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5752,410,3,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbfbo-BoeBH,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15807,746,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CbfjeyxhM0a,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4111,609,5,0,0,0,0,1,0,0,0,1,0,0,0,0
Cbfy_GKILXV,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8314,466,6,0,0,1,0,0,0,0,0,1,0,0,0,0
CbhUk4foxZb,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50981,837,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CbhXI24o3yY,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1343,748,4,0,1,1,0,0,0,0,0,1,0,0,0,0
Cbhj-psoTuz,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6751,594,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbh1B3GIyi6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8920,706,6,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbh29t8ouVK,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1109,428,4,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbh5k4OKGAA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1275,410,4,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbh8ONNI7ea,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1794,408,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbj9K2OoOp2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,67199,863,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbkBsSuIuaS,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2420,313,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbkl8e1o0CO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18958,474,4,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbkq2A2It5y,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2586,295,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbk5CX2o-vV,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7424,487,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CblC8uwIHAn,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5197,766,3,0,0,1,0,0,0,0,0,1,0,0,0,0
CbmZ8GFoY1C,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45608,1293,3,0,0,0,0,1,0,0,0,1,0,0,0,0
Cbm8LUHI5DH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17950,962,2,0,0,0,0,1,0,0,0,1,0,0,0,0
CbnI2LuoZnV,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6925,516,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbnc1g9oSLK,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10198,821,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Cbne-vNI0ci,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1124,881,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Cbng1U-oL3m,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,972,739,2,0,0,0,0,1,0,0,0,1,0,0,0,0
CbpItrnIlGe,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54463,1364,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbphZPKI4-b,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12940,808,4,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbpw3LAInjG,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8109,693,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbp1nUbI2tQ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2507,1248,6,0,0,0,0,0,1,0,0,1,0,0,0,0
Cbp6pSlIErs,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2705,408,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Cbp_L-QoFSG,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2299,978,3,0,0,0,0,0,0,1,0,1,0,0,0,0
CbrcEdJoOMW,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48697,743,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbrpftxoToA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7065,484,3,0,0,0,0,0,0,1,0,1,0,0,0,0
Cbrv4C4o7GL,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3319,1232,5,0,0,1,0,0,0,0,0,1,0,0,0,0
CbsDGqmISgB,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10081,1245,6,0,0,0,0,0,0,1,0,1,0,0,0,0
CbuKiiIo307,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,71007,790,4,0,0,1,0,0,0,0,0,1,0,0,0,0
CbvAWhcoFzY,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28320,378,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbwoPY_ousZ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,54361,609,4,0,0,1,0,0,0,0,0,1,0,0,0,0
CbwyZfOosea,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5326,723,5,0,1,0,0,1,0,0,0,1,0,0,0,0
CbxJ6gGIqK6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12329,468,4,0,0,0,0,0,0,1,0,1,0,0,0,0
CbxWrxQI_rm,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6927,348,3,0,0,0,0,0,1,0,0,1,0,0,0,0
CbxbSuzod41,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2184,638,5,0,0,1,0,0,0,0,0,1,0,0,0,0
CbxgB_roURw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2562,312,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CbxwEJGIz5L,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8329,657,5,0,0,0,0,1,0,0,0,1,0,0,0,0
Cbx2TSJIz-h,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3269,595,5,0,0,0,0,0,0,1,0,1,0,0,0,0
CbzUBj7Iv-r,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,49138,735,5,0,1,0,0,0,1,0,0,1,0,0,0,0
Cb0ANzfIMb0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23195,738,3,0,0,1,0,0,0,0,0,1,0,0,0,0
Cb0ASCSIDXE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,658,6,0,1,0,0,1,0,0,0,1,0,0,0,0
Cb0ZCw6I9OG,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12982,460,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cb0ffh_I07s,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3546,326,3,0,0,0,0,0,1,0,0,1,0,0,0,0
