link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
Ck0eNVjItIb,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14336,65,3,0,2,1,0,0,0,0,0,0,0,0,0,0
Ck1AmPyImpQ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18045,126,4,1,3,1,0,0,0,0,0,0,0,0,0,0
Ck2nlt4Il-w,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,53982,56,3,0,1,1,0,0,0,0,0,0,0,0,0,0
Ck3DB1zoiJP,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14392,111,3,1,3,1,0,0,0,0,0,0,0,0,0,0
Ck3v50AIE9M,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23535,152,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Ck5MajroJff,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48489,171,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Ck5n4t1Ibtm,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14403,84,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Ck6KMZSoFlA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17996,220,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Ck7xIpkIOSZ,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,53962,154,3,1,1,1,0,0,0,0,0,0,0,0,0,0
Ck8FvvKo0io,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10814,269,3,1,3,1,0,0,0,0,0,0,0,0,0,0
Ck8u9lhogn_,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21615,223,4,0,2,0,1,0,0,0,0,0,0,0,0,0
Ck-V9kZIgTB,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53988,229,4,1,4,1,0,0,0,0,0,0,0,0,0,0
Ck-4UXPI0q2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18021,162,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Ck_M4HKoCYc,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10783,145,4,1,2,1,0,0,0,0,0,0,0,0,0,0
ClA_Wa-oUX4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60004,168,3,1,2,1,0,0,0,0,0,0,0,0,0,0
ClBxsE8o1J4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26400,109,4,1,2,1,0,0,0,0,0,0,0,0,0,0
ClDfhogIsLr,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57578,176,4,0,4,1,0,0,0,0,0,0,0,0,0,0
ClD0Ig-IRxD,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10831,205,3,0,0,1,0,0,0,0,0,0,0,0,0,0
ClGEXVvo0DI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75612,232,3,0,0,0,0,1,0,0,0,0,0,0,0,0
ClGY7m3IGv4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10763,211,5,1,3,1,0,0,0,0,0,0,0,0,0,0
ClG7O7qouaB,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18011,207,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ClJEqmyo_5T,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72035,221,4,2,3,1,0,0,0,0,0,0,0,0,0,0
ClJm7B1o5XC,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17961,284,3,1,3,1,0,0,0,0,0,0,0,0,0,0
ClLN-1AoQfl,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,54038,229,4,1,3,1,0,0,0,0,0,0,0,0,0,0
ClLjoRKIJSV,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11336,93,4,2,2,1,0,0,0,0,0,0,0,0,0,0
ClMLuohIPf_,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21031,129,4,1,2,1,0,0,0,0,0,0,0,0,0,0
ClNyvcwoymc,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,54027,165,3,0,0,0,1,0,0,0,0,0,0,0,0,0
ClOHSRKIGt3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10745,76,3,2,3,1,0,0,0,0,0,0,0,0,0,0
ClOpoCDoC8s,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18032,285,3,0,0,1,0,0,0,0,0,0,0,0,0,0
ClQeZRCoAtZ,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,61193,145,4,2,2,1,0,0,0,0,0,0,0,0,0,0
ClQsHc5oXWq,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7208,150,4,1,3,1,0,0,0,0,0,0,0,0,0,0
ClRQvrFoNX0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19216,275,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ClS8XqnIyZt,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56407,120,4,2,2,1,0,0,0,0,0,0,0,0,0,0
ClTQ5NQoxxl,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10754,88,5,0,2,1,0,0,0,0,0,0,0,0,0,0
ClTzQ-rI8ZL,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18035,139,4,1,1,1,0,0,0,0,0,0,0,0,0,0
ClVhI1Xoef3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57590,103,4,1,3,1,0,0,0,0,0,0,0,0,0,0
ClVyiafO5nD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9323,104,3,1,1,1,0,0,0,0,0,0,0,0,0,0
ClWYAq1ombh,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19446,94,3,1,2,1,0,0,0,0,0,0,0,0,0,0
ClYF35AodW_,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57607,212,4,2,4,1,0,0,0,0,0,0,0,0,0,0
ClY6PaEuSPs,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27593,128,5,0,2,1,0,0,0,0,0,0,0,0,0,0
ClY81_UIQBr,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1220,135,5,2,2,1,0,0,0,0,0,0,0,0,0,0
ClaqveWo68g,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57618,169,4,1,3,1,0,0,0,0,0,0,0,0,0,0
Cla_VguoKaH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10806,156,4,1,2,1,0,0,0,0,0,0,0,0,0,0
ClbogcXo-BZ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21585,147,4,1,3,1,0,0,0,0,0,0,0,0,0,0
CldPgmJIQQp,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,53995,356,6,1,1,0,1,0,0,0,0,0,0,0,0,0
Cld_jKHIdMJ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25203,118,4,1,3,1,0,0,0,0,0,0,0,0,0,0
CleGa0gIvBu,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3600,133,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Clf0QIRoAEC,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,57578,58,3,1,1,1,0,0,0,0,0,0,0,0,0,0
ClgI4E8oUMI,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10805,97,3,1,2,1,0,0,0,0,0,0,0,0,0,0
ClgrRnco6V0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18049,128,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CliZJ1Tox-D,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,57609,86,3,1,2,1,0,0,0,0,0,0,0,0,0,0
ClituEpovAm,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10767,132,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CljQC-ToNVm,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17997,73,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Clk967UI2AX,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57606,125,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CllSdDoI9OE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10772,138,4,1,3,0,1,0,0,0,0,0,0,0,0,0
Cll03RXIasT,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18034,270,4,1,2,1,0,0,0,0,0,0,0,0,0,0
ClnipTeo5ll,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,57577,273,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cln3ULcIldD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10825,230,3,0,0,1,0,0,0,0,0,0,0,0,0,0
CloZlq2ohen,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17975,307,4,3,0,1,0,0,0,0,0,0,0,0,0,0
ClqHbRNIlxM,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57586,120,3,1,0,1,0,0,0,0,0,0,0,0,0,0
ClqcCLjo6eA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10816,222,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Clq-Z9_IHIZ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17996,113,3,0,1,1,0,0,0,0,0,0,0,0,0,0
ClssPi4ogTT,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57600,122,3,0,0,1,0,0,0,0,0,0,0,0,0,0
CltA1QDIayj,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10781,108,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Clt3x4aIn6U,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28808,130,3,1,2,1,0,0,0,0,0,0,0,0,0,0
ClvRFc6IPUg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46847,233,3,0,0,0,1,0,0,0,0,0,0,0,0,0
ClwIAyuoqOG,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28779,64,5,0,0,1,0,0,0,0,0,0,0,0,0,0
ClwcknLo8aW,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10798,313,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Clx12-eIs4k,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46813,122,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ClyKeGUPEfq,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10785,140,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Clys2BKIPoK,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18017,103,3,1,3,1,0,0,0,0,0,0,0,0,0,0
ClzBYPKonE4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10773,63,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl0anx5oh1p,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46782,131,3,1,4,1,0,0,0,0,0,0,0,0,0,0
Cl02HxhodM9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14418,163,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cl1RpDkobKy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14442,182,3,1,0,1,0,0,0,0,0,0,0,0,0,0
Cl2_gmbo_Oj,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57589,118,3,3,3,1,0,0,0,0,0,0,0,0,0,0
Cl3UFOLoZPr,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10802,125,3,2,0,1,0,0,0,0,0,0,0,0,0,0
Cl32aCmoTGb,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17994,167,4,0,2,1,0,0,0,0,0,0,0,0,0,0
Cl5kQ5XISBO,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,57583,930,8,6,5,1,0,0,0,0,0,0,0,0,0,0
Cl541EUo1Ih,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10790,146,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl6NZmDoI2q,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10795,437,3,1,0,1,0,0,0,0,0,0,0,0,0,0
Cl6bJSlogFD,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7188,68,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Cl8JBGIom2u,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57622,193,3,1,0,1,0,0,0,0,0,0,0,0,0,0
Cl8dmrvIB03,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10776,76,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cl8_7aiIRq2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18010,175,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl-tzcYoeMA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57599,82,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl_Cbt6oEg0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10817,129,5,1,0,1,0,0,0,0,0,0,0,0,0,0
Cl_rmuxIXmB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21578,148,3,2,3,1,0,0,0,0,0,0,0,0,0,0
CmBSnhoogtJ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54008,109,3,2,3,1,0,0,0,0,0,0,0,0,0,0
CmCQbRvoMI5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32414,116,4,0,0,1,0,0,0,0,0,0,0,0,0,0
CmE8WhjIjOj,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90144,207,2,2,0,1,0,0,0,0,0,0,0,0,0,0
CmFC_EaoYAS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3472,220,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CmGwxQ_oNPn,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,57552,125,4,1,1,1,0,0,0,0,0,0,0,0,0,0
CmHPZrkJTI3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16269,124,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CmHg32uI06D,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8957,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CmH1cV_o4Zc,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10777,221,3,2,2,1,0,0,0,0,0,0,0,0,0,0
CmJPf0Hve3R,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47262,182,5,1,1,1,0,0,0,0,0,0,0,0,0,0
CmJf3cyIUZj,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8536,205,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CmJ0d98ogzQ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10801,161,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CmJ5tYvswKp,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2933,175,3,2,2,0,1,0,0,0,0,0,0,0,0,0
CmMZtQLOAp8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,83836,137,0,4,1,1,0,0,0,0,0,0,0,0,0,0
CmMjl6zoE3P,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5046,233,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CmMt3Gpo2eS,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5384,73,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CmOil26ocPy,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61201,184,2,1,0,1,0,0,0,0,0,0,0,0,0,0
CmO6DccJ7fG,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12819,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CmPSp-vIe6V,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12380,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmRBbeqIGvX,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,58077,90,4,1,1,1,0,0,0,0,0,0,0,0,0,0
CmRi2QqoRej,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17521,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmRtKABosQM,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5405,184,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CmTlUN5oLsL,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,62998,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmTowLeoknR,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1802,145,4,1,3,0,1,0,0,0,0,0,0,0,0,0
CmUZp5Btj-w,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25638,76,4,0,2,0,1,0,0,0,0,0,0,0,0,0
CmWjfOMOEZs,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,72406,121,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CmWwj2bIcIU,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6713,65,1,0,1,1,0,0,0,0,0,0,0,0,0,0
CmW9nNSIChE,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6844,68,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CmZSZIJoxgR,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,78002,83,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CmbbVD2K3mN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,77814,108,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cmb040_oJw-,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7381,130,3,2,2,1,0,0,0,0,0,0,0,0,0,0
CmcJfIPIqNW,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10799,119,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CmcWpV7ov7H,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6900,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CmeY0siISbo,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,68250,123,4,1,1,1,0,0,0,0,0,0,0,0,0,0
Cme2JbjoVRT,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15374,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmgZ4M-oQk_,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52295,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0
Cmg_GWrIUkk,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19526,172,3,1,0,1,0,0,0,0,0,0,0,0,0,0
CmhExhAINe2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2957,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cmir1Zco_xh,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54046,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CmjisYQIsmK,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28749,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cmj8covo66e,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13502,108,4,1,1,0,0,1,0,0,0,0,0,0,0,0
CmlcqJzIbN6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50450,153,4,2,0,1,0,0,0,0,0,0,0,0,0,0
Cmlnj_Uo9iX,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5710,123,4,0,1,1,0,0,0,0,0,0,0,0,0,0
CmmHfrxoNo2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16742,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CmosS1Fomo-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,86402,92,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cmoxjafo5xz,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2784,145,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cmo04prI-Cf,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1732,165,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CmpCm5mI-M7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7183,112,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CmqivdWIay0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50401,153,2,2,2,1,0,0,0,0,0,0,0,0,0,0
CmrRFh0opve,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24298,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmralQUo0ix,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4979,148,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CmruRLzIdOH,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10321,84,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CmtHiFYIOJF,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,46800,100,0,2,2,1,0,0,0,0,0,0,0,0,0,0
CmtjAC9Ixzn,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14401,126,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cmt14Y1opG5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9899,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CmuTJ9xo3nI,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15373,246,4,1,0,1,0,0,0,0,0,0,0,0,0,0
CmvsXSUI24K,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46759,205,3,1,0,1,0,0,0,0,0,0,0,0,0,0
CmwarNTokXb,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24268,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cmwn59uotiJ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6943,188,5,1,3,1,0,0,0,0,0,0,0,0,0,0
CmwyOyAIHd5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5406,234,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CmyqE8ho4ce,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,62834,61,1,1,2,0,1,0,0,0,0,0,0,0,0,0
Cmy_eQdo6AJ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11218,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CmzV3WyothC,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11747,109,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm016uHI3hA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50352,131,2,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm080sCIZAL,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3631,181,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm1aDbZoIVs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15322,140,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cm1rIhgoDGI,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8948,193,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm2Za1jorng,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,24273,175,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Cm3r4qpobJA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43230,78,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cm6qA2jIMYE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,99681,177,4,1,1,1,0,0,0,0,0,0,0,0,0,0
Cm6xZwuI0K1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3874,264,6,3,2,1,0,0,0,0,0,0,0,0,0,0
Cm62bPaInab,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2650,176,2,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm67lV9orwS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2689,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cm7R9a8InpN,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11730,106,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm8rNtRIx0Q,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46795,140,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm9NhejIdqx,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17988,149,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm9SplGI_i9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2689,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cm9bOrwIM96,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4505,69,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm9pDdZo8nl,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7240,127,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm94a4rIICo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8065,160,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm_MmNYonHr,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44140,96,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cm_dsc1okAX,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8949,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0
